2021-07-17,01:43:49,0.00687651611328125
2021-07-17,01:44:00,0.006557958984375
2021-07-17,01:44:10,0.006413460083007813
2021-07-17,01:44:21,0.00630816650390625
2021-07-17,01:44:31,0.006223133544921875
2021-07-17,01:44:42,0.0061591949462890625
2021-07-17,01:44:52,0.006098270263671875
2021-07-17,01:45:03,0.0060417889404296874
2021-07-17,01:45:13,0.005987518310546875
2021-07-17,01:45:24,0.005932088623046875
2021-07-17,01:45:34,0.005881849365234375
2021-07-17,01:45:45,0.005839066162109375
2021-07-17,01:45:55,0.005800516967773437
2021-07-17,01:46:06,0.005754347534179687
2021-07-17,01:46:16,0.005717943115234375
2021-07-17,01:46:27,0.005678817749023437
2021-07-17,01:46:37,0.0056415081787109375
2021-07-17,01:46:48,0.005607860107421875
2021-07-17,01:46:58,0.005571490478515625
2021-07-17,01:47:09,0.00554056640625
2021-07-17,01:47:20,0.005503692626953125
2021-07-17,01:47:30,0.005469823608398438
2021-07-17,01:47:41,0.005441931762695313
2021-07-17,01:47:51,0.005407501220703125
2021-07-17,01:48:02,0.005381655883789063
2021-07-17,01:48:12,0.005357019653320312
2021-07-17,01:48:23,0.005329094848632813
2021-07-17,01:48:33,0.00530234375
2021-07-17,01:48:44,0.0052791015625
2021-07-17,01:48:54,0.00525103271484375
2021-07-17,01:49:05,0.00523000244140625
2021-07-17,01:49:15,0.0052080712890625
2021-07-17,01:49:26,0.005185142822265625
2021-07-17,01:49:36,0.0051655511474609376
2021-07-17,01:49:47,0.005142546997070312
2021-07-17,01:49:57,0.0051203857421875
2021-07-17,01:50:08,0.005101179809570313
2021-07-17,01:50:18,0.005082326049804687
2021-07-17,01:50:29,0.005068038940429688
2021-07-17,01:50:40,0.005050467834472656
2021-07-17,01:50:50,0.005034050903320313
2021-07-17,01:51:01,0.005020632019042969
2021-07-17,01:51:11,0.005008036193847656
2021-07-17,01:51:22,0.00498958251953125
2021-07-17,01:51:32,0.004976610412597656
2021-07-17,01:51:43,0.004958995056152344
2021-07-17,01:51:53,0.004945809936523438
2021-07-17,01:52:04,0.0049302194213867185
2021-07-17,01:52:14,0.004921286315917968
2021-07-17,01:52:25,0.004909288940429688
2021-07-17,01:52:35,0.004894451293945313
2021-07-17,01:52:46,0.004883548889160157
2021-07-17,01:52:56,0.004872905883789062
2021-07-17,01:53:07,0.004862613220214844
2021-07-17,01:53:17,0.004846795349121094
2021-07-17,01:53:28,0.004833807067871094
2021-07-17,01:53:38,0.004826248474121094
2021-07-17,01:53:49,0.0048139028930664065
2021-07-17,01:54:00,0.0048016006469726565
2021-07-17,01:54:10,0.004791982116699219
2021-07-17,01:54:21,0.004779833679199218
2021-07-17,01:54:31,0.00477347412109375
2021-07-17,01:54:42,0.00476499267578125
2021-07-17,01:54:52,0.004756840515136719
2021-07-17,01:55:03,0.004748782043457031
2021-07-17,01:55:13,0.004740233764648437
2021-07-17,01:55:24,0.004729278564453125
2021-07-17,01:55:35,0.00471663818359375
2021-07-17,01:55:45,0.004708507385253906
2021-07-17,01:55:56,0.0046977203369140625
2021-07-17,01:56:06,0.004668716125488281
2021-07-17,01:56:17,0.004664432983398438
2021-07-17,01:56:27,0.004663369140625
2021-07-17,01:56:38,0.0046559991455078125
2021-07-17,01:56:48,0.004650608215332031
2021-07-17,01:56:59,0.004648921508789062
2021-07-17,01:57:09,0.0046403955078125
2021-07-17,01:57:20,0.004632849731445313
2021-07-17,01:57:30,0.004624606018066406
2021-07-17,01:57:41,0.004619957580566407
2021-07-17,01:57:51,0.004615428466796875
2021-07-17,01:58:02,0.004609268798828125
2021-07-17,01:58:12,0.0046044235229492185
2021-07-17,01:58:23,0.004598041381835938
2021-07-17,01:58:34,0.00459567626953125
2021-07-17,01:58:44,0.004591541442871094
2021-07-17,01:58:55,0.0045875363159179686
2021-07-17,01:59:05,0.00458125732421875
2021-07-17,01:59:16,0.004583318176269531
2021-07-17,01:59:26,0.004581932983398438
2021-07-17,01:59:37,0.004572897033691407
2021-07-17,01:59:47,0.004569777526855469
2021-07-17,01:59:58,0.004567171630859375
2021-07-17,02:00:08,0.004560881042480469
2021-07-17,02:00:19,0.004563446044921875
2021-07-17,02:00:29,0.004556978454589844
2021-07-17,02:00:40,0.0045501394653320315
2021-07-17,02:00:50,0.004547842712402344
2021-07-17,02:01:01,0.004543506774902344
2021-07-17,02:01:12,0.004537609252929687
2021-07-17,02:01:22,0.004535394287109375
2021-07-17,02:01:33,0.004528082275390625
2021-07-17,02:01:43,0.004528467712402344
2021-07-17,02:01:54,0.004526759643554688
2021-07-17,02:02:04,0.00453011962890625
2021-07-17,02:02:15,0.004523245239257813
2021-07-17,02:02:25,0.004520458374023438
2021-07-17,02:02:36,0.0045174761962890626
2021-07-17,02:02:46,0.004517107543945313
2021-07-17,02:02:57,0.004508041381835938
2021-07-17,02:03:07,0.004506590576171875
2021-07-17,02:03:18,0.004506741027832031
2021-07-17,02:03:28,0.004503734130859375
2021-07-17,02:03:39,0.004502113037109375
2021-07-17,02:03:49,0.004500914306640625
2021-07-17,02:04:00,0.0044951144409179685
2021-07-17,02:04:11,0.004491537475585937
2021-07-17,02:04:21,0.004490184020996094
2021-07-17,02:04:32,0.0044890206909179685
2021-07-17,02:04:42,0.004487943420410157
2021-07-17,02:04:53,0.004485260009765625
2021-07-17,02:05:03,0.004485708312988281
2021-07-17,02:05:14,0.0044840045166015625
2021-07-17,02:05:24,0.004483740844726562
2021-07-17,02:05:35,0.004482188415527344
2021-07-17,02:05:45,0.004480143127441406
2021-07-17,02:05:56,0.004478521423339844
2021-07-17,02:06:06,0.0044831430053710935
2021-07-17,02:06:17,0.004476033020019531
2021-07-17,02:06:27,0.0044742724609375
2021-07-17,02:06:38,0.004471836242675781
2021-07-17,02:06:48,0.004470401611328125
2021-07-17,02:06:59,0.004471297912597656
2021-07-17,02:07:10,0.004467601318359375
2021-07-17,02:07:20,0.004463490295410156
2021-07-17,02:07:31,0.004464332275390625
2021-07-17,02:07:41,0.004463636169433594
2021-07-17,02:07:52,0.004458471374511719
2021-07-17,02:08:02,0.004459302673339844
2021-07-17,02:08:13,0.004460609130859375
